ISBN,Book-Title,Book-Author
044048474X,Tales of a Fourth Grade Nothing,JUDY BLUME
0425164349,Timequake,Kurt Vonnegut
0345386132,Eyes of a Child,Richard North Patterson
0345409469,The Demon-Haunted World: Science As a Candle in the Dark,Carl Sagan
0345404793,Protect and Defend,Richard North Patterson
0380820854,"To Sir Phillip, With Love",Julia Quinn
0373243286,"Irish Rebel (Special Edition, 1328)",Nora Roberts
0671027646,The Christmas Box Collection : The Christmas Box Timepiece The Letter,Richard Paul Evans
0590371258,Out of the Dust (Apple Signature Edition),Karen Hesse
1573222267,Blue Shoe,Anne Lamott
0399148701,Red Rabbit,Tom Clancy
0345313151,Bearing an Hourglass (Incarnations of Immortality (Paperback)),Piers Anthony
0515119644,The Judge,Steven Paul Martini
0061044431,The Salaryman's Wife (Children of Violence Series),Sujata Massey
0345423615,The Silver Wolf,ALICE BORCHARDT
0451403703,The Hangman's Beautiful Daughter,Sharyn McCrumb
0345423135,The Magic Circle,Katherine Neville
0373250134,Slightly Single (Red Dress Ink (Paperback)),Wendy Markham
0671519816,Inca Gold (Clive Cussler),Clive Cussler
0394758285,The Big Sleep,Raymond Chandler
0140296409,Disgrace,J. M. Coetzee
0394800168,Green Eggs and Ham (I Can Read It All by Myself Beginner Books),Dr. Seuss
0553260960,"The Mammoth Hunters (Auel, Jean M. , Earth's Children.)",Jean M. Auel
0140230165,The Te of Piglet,Benjamin Hoff
0425162788,Politika (Tom Clancy's Power Plays (Paperback)),Tom Clancy
0451184718,The Rosewood Casket,Sharyn McCrumb
1551669498,Girls Night,Stef Ann Holm
0385333412,Dating Big Bird,Laura Zigman
0517149257,The Ultimate Hitchhiker's Guide,Douglas Adams
0743454529,"My Sister's Keeper : A Novel (Picoult, Jodi)",Jodi Picoult
0446530387,Stone Kiss (Peter Decker &amp; Rina Lazarus Novels (Hardcover)),Faye Kellerman
0345453387,Dog Handling,CLARE NAYLOR
2290311782,Je Voudrais Que Quelqu'un M'Attende Quelque Part,Anna Gavalda
0140071814,The Kingdom by the Sea: A Journey Around the Coast of Great Britain,Paul Theroux
0552999954,High Society,Ben Elton
3548359698,Warum MÃ?Â¤nner nicht zuhÃ?Â¶ren und Frauen schlecht einparken.,Allan Pease
0399133143,The Tommyknockers,Stephen King
0316782262,All He Ever Wanted,Anita Shreve
014017737X,The Pearl,John Steinbeck
0676973655,,
0767905938,A Year by the Sea: Thoughts of an Unfinished Woman,Joan Anderson
0060256737,A Light in the Attic,Shel Silverstein
055327886X,Rubyfruit Jungle,Rita Mae Brown
0891073906,This Present Darkness,Frank E. Peretti
0446360856,The Gold Coast,Nelson DeMille
0345404475,Do Androids Dream of Electric Sheep?,Philip K. Dick
0140296298,Riding in Cars With Boys: Confessions of a Bad Girl Who Makes Good,Beverley Donofrio
0804106436,Oldest Living Confederate Widow Tells All,Allan Gurganus
0553580515,Passage,Connie Willis
0743411323,Never Change,Elizabeth Berg
0553578359,Chopping Spree,Diane Mott Davidson
0515090506,The Cat Who Played Brahms,Lilian Jackson Braun
0743422910,The Constant Gardener,John le Carre
0804111898,Uh-Oh: Some Observations from Both Sides of the Refrigerator Door,Robert Fulghum
0440236169,Birdman,Mo Hayder
0393050939,Stiff: The Curious Lives of Human Cadavers,Mary Roach
0440235774,Looking Back,Belva Plain
0684832291,My Gal Sunday,Mary Higgins Clark
0446609617,Standoff,Sandra Brown
0440176484,Secrets,DANIELLE STEEL
0440901588,A Swiftly Tilting Planet,Madeleine L'Engle
0060512806,Cryptonomicon,Neal Stephenson
0399148248,Midnight Bayou,Nora Roberts
0373218486,Going Home: Unfinished Business/ Island of Flowers/ Mind Over Matter,Nora Roberts
0553294903,Divine Evil,NORA ROBERTS
1558744592,A 4th Course of Chicken Soup for the Soul: 101 More Stories to Open the Heart and Rekindle the Spirit,Jack Canfield
1573225126,Prozac Nation: Young and Depressed in America : A Memoir,Elizabeth Wurtzel
055358099X,Cloud Nine,Luanne Rice
0399145885,Atlantis Found (Dirk Pitt Adventures (Hardcover)),Clive Cussler
0440204208,Blood Shot (V.I. Warshawski Novels (Paperback)),Sara Paretsky
0743225422,The Shipping News : A Novel,Annie Proulx
0743236742,The Ultimate Weight Solution: The 7 Keys to Weight Loss Freedom,Phil McGraw
0064407691,"The Miserable Mill (A Series of Unfortunate Events, Book 4)",Lemony Snicket
0425146413,Night Prey,John Sandford
0451186923,The Deep End of the Ocean,Jacquelyn Mitchard
0375406182,Plainsong,Kent Haruf
0440242002,Bleachers,JOHN GRISHAM
0140386335,The Neverending Story,Michael Ende
044652087X,My Sergei: A Love Story,Ekaterina Gordeeva
3150000017,,
0553568760,Natural Causes,Michael Palmer
044020562X,One,Richard Bach
0446600474,Season of the Machete,James Patterson
0553213164,Anne of Windy Poplars (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY
0099727412,,
0375507493,What Should I Do with My Life?,PO BRONSON
0553573861,Zodiac: The Eco-Thriller,Neal Stephenson
0312925883,Not Without My Daughter,Betty Mahmoody
0525945938,Scarlet Feather,Maeve Binchy
0140374248,James and the Giant Peach,Roald Dahl
0679426140,"Welcome to the World, Baby Girl! : A Novel",FANNIE FLAGG
0749309423,The Silence of the Lambs,Thomas Harris
0380816547,Island of the Sequined Love Nun,Christopher Moore
0553285920,Silent Partner (Alex Delaware Novels (Paperback)),Jonathan Kellerman
0671726889,CUCKOO'S EGG,Clifford Stoll
0449005836,The Right Hand of Evil,John Saul
0452284937,Girl With a Pearl Earring,Tracy Chevalier
0515129941,The Cat Who Robbed a Bank (Cat Who... (Paperback)),Lilian Jackson Braun
0380725827,Firestorm (Anna Pigeon Mysteries (Paperback)),Nevada Barr
0802132952,Naked Lunch,William S. Burroughs
038001503X,One Hundred Years of Solitude,Gabriel Garcia Marquez
0440201926,Kaleidoscope,Danielle Steel
0375401601,Vittorio the Vampire: New Tales of the Vampires,Anne Rice
0399147284,Chosen Prey,John Sandford
3423204206,Die falsche FÃ?Â¤hrte.,Henning Mankell
1400077826,Cold Mountain (MTI) (Vintage Contemporaries),CHARLES FRAZIER
0064400034,Farmer Boy (Little House),Laura Ingalls Wilder
0385318073,Evening Class,Maeve Binchy
0140620427,Sense and Sensibility (Penguin Popular Classics),Jane Austen
0515121495,The List,Steven Paul Martini
0553287346,Well-Schooled in Murder,Elizabeth George
0679724362,The Road from Coorain,Jill Ker Conway
1860492592,Alias Grace,Margaret Atwood
0812565959,Shadow of the Hegemon (Ender Wiggins Saga (Paperback)),Orson Scott Card
0451192036,Black Like Me,John Howard Griffin
0515125628,The Target,Catherine Coulter
0842332340,Armageddon: The Cosmic Battle of the Ages (Left Behind #11),Tim F. LaHaye
042518109X,Whispers,Dean R. Koontz
3423202947,Hunde von Riga.,Henning Mankell
3442092981,Felidae. Roman.,Akif Pirincci
0886777844,Summon the Keeper,Tanya Huff
0345384911,Crystal Line,Anne McCaffrey
0684841185,Death du Jour,Kathy Reichs
0553572202,Self-Defense (Alex Delaware Novels (Paperback)),Jonathan Kellerman
0679442405,Traveling Mercies: Some Thoughts on Faith,Anne Lamott
0743411331,Never Change,Elizabeth Berg
0316789844,Resistance : A Novel,Anita Shreve
0385507607,The Probable Future,ALICE HOFFMAN
0425126064,Shadow Prey,John Sandford
0441005764,"Mossflower (Redwall, Book 2)",Brian Jacques
0679776818,Birdsong: A Novel of Love and War,Sebastian Faulks
0330485385,,
8826703132,,
0425150984,Glory in Death,J. D. Robb
0156001314,The Name of the Rose: including Postscript to the Name of the Rose,Umberto Eco
0061030430,Long Time No See,Susan Isaacs
3257227809,Venezianisches Finale. Commissario Brunettis erster Fall.,Donna Leon
1573220876,About a Boy,Nick Hornby
0517580497,Plains of Passage (Earth's Children),Jean M. Auel
0375706062,Lying Awake,Mark Salzman
0679736042,Toujours Provence (Vintage Departures),Peter Mayle
0345450892,The Lake of Dead Languages (Ballantine Reader's Circle),Carol Goodman
0345316509,Job: A Comedy of Justice,Robert A. Heinlein
0380702843,The Return of the Indian (Indian in the Cupboard),Lynne Reid Banks
0446525774,Saving Faith,David Baldacci
0786915749,Dragons of Autumn Twilight (Dragonlance: Dragonlance Chronicles),Margaret Weis
074322423X,Self Matters : Creating Your Life from the Inside Out,Phillip C. McGraw
038000917X,Rebecca,Daphne du Maurier
0553299506,Private Eyes (Alex Delaware Novels (Paperback)),Jonathan Kellerman
0140280464,My Year of Meats,Ruth L. Ozeki
0440207622,Daddy,DANIELLE STEEL
0062502174,The Alchemist: A Fable About Following Your Dream,Paulo Coelho
0425080021,Dune,Frank Herbert
0451454243,The Forest House,Marion Zimmer Bradley
038072118X,Where is Joe Merchant?,Jimmy Buffett
0451205626,Cold Paradise (Stone Barrington Novels (Paperback)),Stuart Woods
0425145638,Fatal Cure,Robin Cook
0671003364,Ransom,Julie Garwood
0440183057,Stillwatch,MARY HIGGINS CLARK
2253063339,Les Fourmis,Bernard Werber
0553583956,Safe Harbor,Luanne Rice
0449219410,Skin Tight,Carl Hiaasen
0515118559,True Betrayals,Nora Roberts
0380722704,Charms for Easy Life,Kaye Gibbons
0140345353,The Devil's Arithmetic,Jane Yolen
0440174643,Roots,ALEX HALEY
0812513738,"The Shadow Rising (The Wheel of Time, Book 4)",Robert Jordan
0451149513,It,Stephen King
0886773520,"Magic's Pawn (The Last Herald-Mage Series, Book 1)",Mercedes Lackey
8845205118,Il Piccolo Principe Prince Italn,Antoine de Saint-ExupÃ©ry
0380002450,Awakening,Kate Chopin
0399151648,Kate Remembered,A. Scott Berg
0425097609,Whispers,Dean R. Koontz
0060194448,The Wailing Wind,Tony Hillerman
0517556278,Mammoth Hunters (Earth's Children),Jean M. Auel
8807813025,"Novocento, Un Monologo",Alessandro Baricco
039914675X,The Cat Who Went up the Creek,Lilian Jackson Braun
0767912233,Babyville,JANE GREEN
042511984X,The Face of Fear,Dean R. Koontz
0679430946,The Hot Zone,Richard Preston
0553380958,Snow Crash (Bantam Spectra Book),NEAL STEPHENSON
0802135196,Valley of the Dolls: A Novel,Jacqueline Susann
0380005239,Go Ask Alice (Avon/Flare Book),James Jennings
0684801051,TIME AND AGAIN,Jack Finney
0060977337,Downsize This! Random Threats from an Unarmed American,Michael Moore
0425171396,"Hidden Agendas (Tom Clancy's Net Force, No. 2)",Tom Clancy
0345450728,Distant Shores,Kristin Hannah
0425181685,Narcissus in Chains (Anita Blake Vampire Hunter (Hardcover)),Laurell K. Hamilton
0425097722,Fatherhood,Bill Cosby
0786866020,Fish! A Remarkable Way to Boost Morale and Improve Results,Stephen C. Lundin
0688163173,Shutter Island: A Novel,Dennis Lehane
0743237196,Fall on Your Knees,Ann-Marie MacDonald
1558747109,"Chicken Soup for the Cat and Dog Lover's Soul - Celebrating Pets as Family with Stories About Cats, Dogs and Other Critters",Jack Canfield
0865471185,West With the Night,Beryl Markham
0380789884,Pearl Cove (Donovan),Elizabeth Lowell
0609809547,Tales of a Female Nomad: Living at Large in the World,Rita Golden Gelman
0679771476,The Law of Similars,CHRIS BOHJALIAN
0345422406,Merrick (Vampire/Witches Chronicles),Anne Rice
0373825013,"Whirlwind (Tyler, Book 1)",Nancy Martin
0345422589,"Running With the Demon (The Word and the Void Trilogy, Book 1)",Terry Brooks
0684803860,DAUGHTER OF TIME,Josephine Tey
0394404289,The Prophet,Kahlil Gibran
0425180050,Tom Clancy's Op-Center: Line of Control (Tom Clancy's Op Center (Paperback)),Jeff Rovin
0060936231,Soul Mountain,Gao Xingjian
0552140287,,
0553562967,Bellwether,Connie Willis
0380804697,Paradise Lost,J.A. Jance
0380725835,Endangered Species (Anna Pigeon Mysteries (Paperback)),Nevada Barr
006109921X,Up Island: A Novel,Anne Rivers Siddons
0812551486,"Temple of the Winds (Sword of Truth, Book 4)",Terry Goodkind
0679454470,"The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles)",Anne Rice
0375701214,The Diving Bell and the Butterfly : A Memoir of Life in Death,JEAN-DOMINIQUE BAUBY
0553268937,The Water Is Wide,PAT CONROY
0375758232,Paris to the Moon,Adam Gopnik
0451457811,"Storm Front (The Dresden Files, Book 1)",Jim Butcher
1878424114,The Seven Spiritual Laws of Success: A Practical Guide to the Fulfillment of Your Dreams (based on Creating Affluence),Deepak Chopra
0446603309,The Witness,Sandra Brown
0345425308,Violin,Anne Rice
0891075275,Piercing the Darkness,Frank E. Peretti
037570910X,The Feast of Love (Vintage Contemporaries (Paperback)),Charles Baxter
0812969812,Blessings : A Novel,ANNA QUINDLEN
3596150655,Generation Golf. Eine Inspektion,Florian Illies
0679735666,A Natural History of the Senses,Diane Ackerman
0451196716,The Long Walk,Stephen King
0821769278,Plain Jane,Fern Michaels
0425152499,Practical Magic,Alice Hoffman
0380818973,Asking for Trouble: A Novel,Elizabeth Young
0553572210,Silent Treatment,Michael Palmer
037540256X,A Patchwork Planet,Anne Tyler
0553800973,Body of Lies,IRIS JOHANSEN
0671729462,My Sweet Audrina,V.C. Andrews
0060083948,Tishomingo Blues,Elmore Leonard
0440495962,The Witch of Blackbird Pond (Yearling Newbery),ELIZABETH GEORGE SPEARE
0452281679,Simply Divine,Wendy Holden
0385315309,Five Days in Paris,DANIELLE STEEL
0553287893,Rendezvous with Rama,Arthur C. Clarke
042515601X,Acts of War (Tom Clancy's Op Center (Paperback)),Tom Clancy
034529873X,Moreta: Dragonlady of Pern,Anne McCaffrey
0399141065,Contagion,Robin Cook
0671568833,Kill and Tell,Linda Howard
0553568701,Bad Love (Alex Delaware Novels (Paperback)),Jonathan Kellerman
0836221192,Dilbert Fugitive From The Cubicle Police,Scott Adams
0140328696,Charlie and the Chocolate Factory,Roald Dahl
0440403278,Number the Stars (Yearling Newbery),Lois Lowry
0671864173,WAITING TO EXHALE,Terry McMillan
0671002481,The First Wives Club Movie Tie In,Olivia Goldsmith
0316316962,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell
0440223571,This Year It Will Be Different: And Other Stories,Maeve Binchy
0767903862,In a Sunburned Country,Bill Bryson
0312288115,Confessions of a Sociopathic Social Climber : The Katya Livingston Chronicles (Katya Livingston Chronicles (Hardcover)),Adele Lang
0684815451,SILENT NIGHT : The Story of the World War I Christmas Truce,Mary Higgins Clark
0553575104,In Pursuit of the Proper Sinner,Elizabeth George
2253044903,Le Parfum : Histoire d'un meurtrier,Patrick SÃ?Â¼skind
0399146113,It's Not About the Bike: My Journey Back to Life,Lance Armstrong
0670851086,Nightmares &amp; Dreamscapes,Stephen King
0061031844,The Book of Shadows,James Reese
0552142379,,
0553148001,The Clan of the Cave Bear : a novel,Jean M. Auel
0842329293,The Indwelling: The Beast Takes Possession (Left Behind No. 7),Tim Lahaye
0345443683,"Blackwood Farm (Rice, Anne, Vampire Chronicles.)",ANNE RICE
0515118230,Home Song,Lavyrle Spencer
0553382179,Sink Reflections,MARLA CILLEY
0385323638,Pink Slip,RITA CIRESI
0380698714,Sideways Stories from Wayside School (Wayside School),Louis Sachar
1551667509,Haunted,Heather Graham
3746614007,Die PÃ?Â¤pstin.,Donna Woolfolk Cross
0373484895,Captive Star,Nora Roberts
0061031550,Triggerfish Twist,Tim Dorsey
0747538484,,
0345318854,With a Tangled Skein (Incarnations of Immortality (Paperback)),PIERS ANTHONY
0395083567,My Antonia,Willa Sibert Cather
0440222842,Five Days in Paris,DANIELLE STEEL
0380730820,Jupiter's Bones : A Peter Decker/Rina Lazarus Novel (Peter Decker &amp; Rina Lazarus Novels (Paperback)),Faye Kellerman
0553281747,Mona Lisa Overdrive (Bantam Spectra Book),William Gibson
0380710722,It's Always Something,Gilda Radner
0380805995,Kiss of the Bees: A Novel of Suspense,J.A. Jance
0515111279,The Cat Who Wasn't There,Lilian Jackson Braun
0061057649,Feet of Clay (Discworld Novels (Paperback)),Terry Pratchett
0140620184,,
0345346491,Walking Across Egypt,Clyde Edgerton
0812551478,"Blood of the Fold (Sword of Truth, Book 3)",Terry Goodkind
0553566040,Missing Joseph,Elizabeth George
039914613X,Easy Prey,John Sandford
0804117683,Moo,Jane Smiley
0375705171,Trans-Sister Radio (Vintage Contemporaries (Paperback)),CHRIS BOHJALIAN
0671443283,SEEDS OF YESTERDY (Dollanger Saga (Paperback)),V.C. Andrews
0064410129,"The Carnivorous Carnival (A Series of Unfortunate Events, Book 9)",Lemony Snicket
0380753006,Savage Thunder,Johanna Lindsey
0375411992,Blackwood Farm (The Vampire Chronicles),Anne Rice
0316735027,The True and Outstanding Adventures of the Hunt Sisters: A Novel,Elisabeth Robinson
0425098605,The Vision,Dean R. Koontz
0679760806,The Master and Margarita,Mikhail Bulgakov
0316153915,Chasing the Dime,Michael Connelly
0345442768,Swimming (Ballantine Reader's Circle),Joanna Hershon
0451208811,Blood Orchid,Stuart Woods
0929634063,50 Simple Things You Can Do to Save the Earth,Earthworks Group
0374121230,Child of My Heart,Alice McDermott
0842373195,"Let's Roll: Ordinary People, Extraordinary Courage",Lisa Beamer
8495618605,El Codigo Da Vinci / The Da Vinci Code,Dan Brown
0971263906,Saint Nick,Gary Ogden Harper
0743457943,Trading Places,Fern Michaels
0743222229,George W. Bushisms : The Slate Book of The Accidental Wit and Wisdom of our 43rd President,Jacob Weisberg
0553575538,Stealing Shadows (Shadows Trilogy (Paperback)),Kay Hooper
0446350109,Windmills of the Gods,Sidney Sheldon
1579546463,"The South Beach Diet: The Delicious, Doctor-Designed, Foolproof Plan for Fast and Healthy Weight Loss",Arthur Agatston
0425135020,The Empress File,John Sandford
0060830956,Brave New World,Aldous Huxley
0671822209,WLD ACCORDNG GARP,John Irving
0671695304,"FOREVER : A Novel of Good and Evil, Love and Hope",Judy Blume
0749305401,,
0836218221,The Authoritative Calvin and Hobbes (Calvin and Hobbes),Bill Watterson
1400030382,The Piano Tuner : A Novel,DANIEL MASON
0553277243,Time Flies,BILL COSBY
0142004278,Big Fish,Daniel Wallace
0060256656,The Giving Tree,Shel Silverstein
0446365505,Pleading Guilty,Scott Turow
067091021X,Year of Wonders: A Novel of the Plague,Geraldine Brooks
0440111811,Changes,Danielle Steel
0786889608,Middle of Nowhere,Ridley Pearson
006440630X,The Midwife's Apprentice (Trophy Newbery),Karen Cushman
0425188809,Watchers,Dean R. Koontz
1563890119,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman
0446601977,Parable of the Sower,Octavia E. Butler
0061032093,Breathing Room (Avon Romance),Susan Elizabeth Phillips
0525945210,A Man Named Dave: A Story of Triumph and Forgiveness,David J. Pelzer
0671524313,The Girlfriends' Guide to Pregnancy,Vicki Iovine
0451099648,Firestarter (Signet Book),Stephen King
0515126489,Critical Mass,Steven Paul Martini
0140430016,Wuthering Heights (Penguin Classics),Emily Bronte
1853261580,The Little Prince (Wordsworth Collection),Antoine de Saint-ExupÃ©ry
0425157539,Sudden Prey,John Sandford
0345440765,The World Below (Ballantine Reader's Circle),SUE MILLER
0679454446,Lucky You,Carl Hiaasen
0811811409,"The Venetian's Wife: A Strangely Sensual Tale of a Renaissance Explorer, a Computer, and a Metamorphosis",Nick Bantock
